dbid,title,age,text,lemmatized
6860, bo,6,"Una nena seporte molt bé.
sillo compro dos pastisets li dono un al companll",un nena ell portar molt bé . si jo comprar dos pastisset ell donar un al company .
6861, convèncer,6,sillo tugo i la ltra no boljuga que va molt bé el futbol.,si jo jugar i el altre no voler jugar que anar molt bé el futbol .
6862, mestre,6,"Anselle, Asuma, i (Aresta) i tambe, Ansellee) A) menga, tans, dolsos, i tambe Ansenles matematiques, i catala,.","ensenyar , a sumar , i ( a restar ) i també , ensenyar ) a ) menjar , tant , dolç , i també ensenyar matemàtica , i català , ."
2565, llunyà,6,llubia,.
4179, construir,6,*,
4181, telescopi,6,beura mol llum,veure molt lluny .
10995, enyorar,6,nouse,no ho saber .
10996, il·legal,6,nouse,no ho saber .
10997, península,6,nouse,no ho saber .
10980, canviar,6,NO,no .
10981, divertit,6,parsasu *e,passar ell ' ho bé .
10982, helicòpter,6,pal bulare,.
9942, complicat,15,acció o fet de gran dificultad.,acció o fet de gran dificultat .
9943, estimar,15,fet de voler algú amb amor.,fet de voler algú amb amor .
9944, microscopi,15,"instrument que permet veure a prop micropartícules o
mcroorganismes.",instrument que permetre veure a_prop micropartícula o microorganisme .
2263, llegir,11,Entendre un conjunt de paraules i frases.,entendre un conjunt de paraula i frase .
2264, mapa,11,"Dibuix on es representen els continents, paísos, comunitats autonomas, comarques, ciutats, etc...","dibuix on ell representar el continent , país , comunitat autònom , comarca , ciutat , etcètera . ."
2265, minúscul,11,"cosa tant, tant, petita que no es veu","cosa tan , tan , petit que no ell veure ."
3110, complicat,14,difícil o complex però que es pot conseguir.,difícil o complex però que es poder conseguir .
3111, espia,14,persona que observa d'amagat accions o altres persones.,persona que observar de_amagat acció o altre persona .
3112, estudiar,14,acció de aprendres algo.,acció de aprendre ell algo .
9784, complicat,14,"Adjectiu que defineix aquella cosa que
costa d'entendre /fer /explicar, etc...","adjectiu que definir aquell cosa que costar de entendre / fer / explicar , etcètera . ."
9785, estimar,14,"Sentiment que sent una persona o animal a altre 
que comporta atracció.",sentiment que ser un persona o animal a altre que comportar atracció .
9786, microscopi,14,"Instrument amb el qual es poden veure les coses 
microscòpiques",instrument amb el qual es poder veure el cosa microscòpic .
6330, cor,14,Òrgan més important del cos.,òrgan més important del cos .
6331, espantar-se,14,Acció quan et notes en una situació límit,acció quan tu notar en un situació límit .
6332, infantil,14,"Categoria de esports (futbol, basquet...)","categoria de esport ( futbol , bàsquet ... ) ."
1968, microbi,9,"Cos petitisim que s'ha de veire amb microscopi i que porta
malalties",cos petit que ell haver de veure amb microscopi i que portar malaltia .
1969, traduir,9,"Passar d'un idioma a un altre una paraula, text o frase.","passar de un idioma a un altre un paraula , text o frase ."
1970, vergonyós,9,Que te vergonya,que tenir vergonya .
3281, continent,15,"tros de terra delimitat per terra, riu omar que conté una població determinada","tros de terra delimitat per terra , riu o mar que contenir un població determinat ."
3282, culpable,15,persona que ha fet una cosa malfeta i n'es el responsable,persona que haver fer un cosa mal fet i en ser el responsable .
3283, inventar,15,pensar en alguna cosa nova.,pensar en algun cosa nou .
6175, llegir,15,"Acció d'interpretar lletres i paraules d'un llibre, diari o cualsevol text.","acció de interpretar lletra i paraula de un llibre , diari o qualsevol text ."
6176, mapa,15,"Plànol d'un territori determinat, per veure els països, el relleu, els limits...
I per poder fer estadístiques.","plànol de un territori determinat , per veure el país , el relleu , el límit ... i per poder fer estadística ."
6177, minúscul,15,"Característica d'un objecte o qualsevol cosa de ser petit, molt petit.","característica de un objecte o qualsevol cosa de ser petit , molt petit ."
7064, microbi,14,"organisme microscopic que l'ull humà
no aprecia a simple vista, s'ha de
veure per un microscopi","organisme microscòpic que el ull humà no apreciar a simple vista , es haver de veure per un microscopi ."
7065, traduir,14,"canviar de idioma les paraules que ha dit
o ha escrit algú",canviar de idioma el paraula que haver dir o haver escrit algú .
7066, vergonyós,14,"caracter d'una persona, que te vergonya
d'algo o d'algú, normalment es fica
roig i nervios.","caràcter de un persona , que tenir vergonya de algo o de algú , normalment ell ficar roig i nerviós ."
3560, àrab,14,persona que la seva cultura es musulmana,persona que el_seu cultura ser musulmà .
3561, badar,14,no fer res,no fer res .
3562, llunyà,14,cosa que no esta cerca,cosa que no estar cerca .
5255, comptar,12,contar quantes coses hi han.,contar quant cosa hi haver .
5256, estrany,12,una persona que no coneixes de res.,un persona que no conèixer de res .
5257, pau,12,fer el bé a tot el mon.,fer el bé a tot el món .
420, enganyar,10,És una persona que enganya a la gent.,ser un persona que enganyar a el gent .
421, espatllat,10,és una cosa que ja no fnciona pero es pot arreglar,ser un cosa que ja no funcionar però es poder arreglar .
422, microscopi,10,el microscopi és un objecta que pot mirar (es coses petitas .,el microscopi ser un objecte que poder mirar ( ser cosa petit .
117, cor,11,Es un aparell que bombeja sang.,ser un aparell que bombejar sang .
118, espantar-se,11,"Es una Acsio que fem serbi per a di que esta
asusta.",ser un acció que fer servir per a dir que estar asustat .
119, infantil,11,Es una persona que juga amb coses de nens petits.,ser un persona que jugar amb cosa de nen petit .
7144, imaginar,15,Pensar una cosa,pensar un cosa .
7145, innocent,15,Persona que se la culpa d'algo que no ha fet.,persona que es ell culpar de algo que no haver fer .
7146, turó,15,Montanya molt baixa,muntanya molt baix .
6999, intel·ligent,13,persona que pensa molt i que sap moltes coses.,persona que pensar molt i que saber molt cosa .
7000, pensar,13,"utilitzar el cervell, per un problema o qualsevol cosa.","utilitzar el cervell , per un problema o qualsevol cosa ."
7001, univers,13,és tot el que existeix (nose com explicar-ho),ser tot el que existir ( no saber com explicar ho ) .
7074, bacteri,15,Es un microorganisme que viu d'altres organismes,ser un microorganisme que viure de altre organisme .
7075, nadalenc,15,Adjectiu per designar a alguna cosa relacionada amb el nadal,adjectiu per designar a algun cosa relacionat amb el nadal .
7076, tornar,15,Vindre d'algún lloc,venir de algun lloc .
2173, construir,10,construir el fer una cosa exemple: estic construin un rovot.,construir el fer un cosa exemple : estar construir un robot .
2174, fastigós,10,una cosa fastigósa és cuan no tagrada la seva pinta o que fa angunia.,un cosa fastigós ser quan no tu agradar el_seu pinta o que fer angúnia .
2175, telescopi,10,un telescopi es un aparell per beure de lluny * per veure les estrelles entraltres,un telescopi ser un aparell per veure de lluny * per veure el estrella entre altre .
9040, enganyar,8,un cecret i es mentira,un secret i ser mentira .
9041, espatllat,8,la tele no funcióna,el tele no funcionar .
9042, microscopi,8,veure la nit,veure el nit .
6840, complicat,12,una cosa que costa d'entendre.,un cosa que costar de entendre .
6841, estimar,12,un sentiment que ens apropa i ens uneix a les persones,un sentiment que jo apropar i jo unir a el persona .
6842, microscopi,12,Aparell que serveix per observar particules molt petites com un microbi,aparell que servir per observar partícula molt petit com un microbi .
2333, intel·ligent,16,Persona amb una capacitat intelectual superior,persona amb un capacitat intel·lectual superior .
2335, univers,16,Es el conjunt de galaxies i astres en l'espai,ser el conjunt de galàxia i astre en el espai .
4905, cor,10,"part del cos, que fabrica la sang. També es el signe del amor.","part del cos , que fabricar el sang . també ser el signe del amor ."
4906, espantar-se,10,viure un ensurt,viure un ensurt .
4907, infantil,10,ser petit,ser petit .
82, bo,9,una persona que no te maldat,un persona que no tenir maldat .
83, convèncer,9,es intentar que una persona fasi algo,ser intentar que un persona fer algo .
84, mestre,9,persona que educa i enseña,persona que educar i ensenyar .
7621, pau,14,la pau es on no hiha gerra ni discusions entre politics y presidents,el pau ser on no hi haver guerra ni discussió entre polític i president .
10433, avorrit,13,persona o cosa poc agraciada.,persona o cosa poc agraciat .
10434, polític,13,persona que es dedica a la politica.,persona que ell dedicar a el política .
8015, consultar,15,preguntar alguna cosa,preguntar algun cosa .
8016, metàl·lic,15,fet de fero o altres material brillants,fer de ferro o altre material brillant .
8017, vacuna,15,Una injeccio que et posen,un injecció que tu posar .
7847, arribar,12,Anar a un lloc.,anar a un lloc .
7848, avorrit,12,Persona que mai fa res.,persona que mai fer res .
7849, polític,12,Persona que li agrada la politica,persona que ell agradar el política .
7833, illa,12,un tros de terra envoltat per aigua,un tros de terra envoltar per aigua .
6070, àrab,13,idioma o persona de un lloc determinat que parla aquesta llengua.,idioma o persona de un lloc determinat que parlar aquest llengua .
6071, badar,13,obrir la boca quan tens son,obrir el boca quan tenir son .
6072, llunyà,13,"cosa que està molt lluny, es a dir, que no esta a prop.","cosa que estar molt lluny , ser a dir , que no estar a_prop ."
182, àrab,12,"Persona que ve un continent africar a un altre
continent",persona que venir un continent africà a un altre continent .
183, badar,12,Accio que no fa res i bada*an,acció que no fer res i badar * .
184, llunyà,12,"cualita de una persona o una cosa que esta a
molta distansia",qualitat de un persona o un cosa que estar a molt distancia .
7784, amagar,15,"Es quan algú agafe algu cose i ficarlo
en un lloc en no vegin les altres persones en
la amget.",ser quan algú agafar algun cosa i ficar ell en un lloc en no veure el altre persona en el amagatall .
7785, indígena,15,"Es una persona que ve de un altre lloc, per 
venir a estar en un altre lloc més agradable.","ser un persona que venir de un altre lloc , per venir a estar en un altre lloc més agradable ."
7786, lleig,15,"Persona que es el cartrai de elegant, que va ***************************","persona que ser el contrari de elegant , que anar ."
2828, amagar,11,Amagar-se d'algu,amagar ell de algo .
2830, lleig,11,"Una persona lletga, amb cara rara ¬¬ el contrari de bonic","un persona lleig , amb cara rar ¬ ¬ el contrari de bonic ."
7629, àrab,12,ÉS una religó que tenen els àrabs,ser un religió que tenir el àrab .
7630, badar,12,"Una persona que no fa res i sempre esta cansat ""fa el gandul:",un persona que no fer res i sempre estar cansat ' fer el gandul .
7631, llunyà,12,Una cosa que molta distancia de mi,un cosa que molt distància de jo .
8035, bo,14,que es dolent,que ser dolent .
8036, convèncer,14,"dialogar a altre persona per fer que
aquesta pensi igual que tu",dialogar a altre persona per fer que aquest pensar igual que tu .
8037, mestre,14,"persona que a estudiat una professió 
per ensenyar a altres persones",persona que haver estudiar un professió per ensenyar a altre persona .
8612, canviar,14,Cuan vols pposar una cosa en un altre lloc,quan voler posar un cosa en un altre lloc .
8613, divertit,14,"persona que sempre esta alegre y rient, ès l'antonim de aborrit.","persona que sempre estar alegre i riure , ser el antònim de avorrit ."
